Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94
5198,1.98898E+14,January,DC,339.2925,1057,30,44,2,,49,2,7,1,4,"Native, Born In US",53,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
5224,2.71177E+14,January,DC,343.462,865.38,50,45,1,,34,2,1,0,0,"Native, Born In US",53,Legal services (5411),2100,"Private, Nonprofit",No,No,Employed-At Work
5227,2.71559E+14,January,DC,332.0954,891,45,40,2,,43,2,7,0,0,"Native, Born In US",53,Legal services (5411),2160,"Private, For Profit",Yes,,Employed-At Work
5258,3.1011E+14,January,DC,453.5423,2884,40,44,2,,28,1,7,0,0,"Native, Born In US",53,"Administration of economic programs and space research (926, 927)",2100,Government - Federal,No,No,Employed-At Work
5269,3.50219E+14,January,DC,553.9787,2884.61,50,45,4,,28,1,7,0,0,"Native, Born In US",53,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
5272,3.50219E+14,January,DC,307.7461,1923.07,50,43,1,,29,1,7,0,0,"Native, Born In US",53,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",2160,Government - Federal,No,No,Employed-At Work
5293,5.11397E+14,January,DC,401.2996,1000,40,43,2,,44,1,1,0,0,"Native, Born In US",53,"Administration of economic programs and space research (926, 927)",2160,Government - Federal,No,No,Employed-At Work
5294,5.11397E+14,January,DC,352.0317,650,40,45,4,,33,2,1,0,0,"Native, Born Abroad Of US Parent(s)",53,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
5353,7.10108E+14,January,DC,317.7938,2884.61,40,45,1,,40,2,1,0,0,"Native, Born In US",53,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
5381,7.11547E+14,January,DC,344.0487,2884.61,45,45,1,,29,2,7,0,0,"Native, Born In US",53,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
5422,9.20918E+14,January,DC,371.7075,2884.61,40,45,2,,34,1,7,0,0,"Native, Born In US",53,"Administration of economic programs and space research (926, 927)",2100,Government - Federal,No,Yes,Employed-At Work
5542,2.99431E+14,January,FL,3402.4387,540,40,40,1,,57,2,1,0,0,"Native, Born In US",59,Automobile dealers (4411),2160,"Private, For Profit",No,No,Employed-At Work
5593,5.50229E+14,January,FL,3611.0121,1826.92,50,45,1,,62,1,6,0,0,"Native, Born In US",59,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
5603,6.21294E+14,January,FL,3610.9758,1040,40,39,1,,54,2,5,1,4,"Foreign Born, US Cit By Naturalization",59,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
5661,9.32199E+14,January,FL,3472.3832,1211.53,40,43,1,,58,2,5,0,0,"Native, Born In US",59,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
5689,9.72079E+14,January,FL,4187.8154,380,40,40,1,,25,2,6,2,3,"Native, Born In US",59,Legal services (5411),2160,"Private, For Profit",No,No,Employed-At Work
5690,9.72249E+14,January,FL,3411.0156,2884.61,40,45,1,,42,1,7,0,0,"Native, Born In US",59,"Banking and related activities (521, 52211,52219)",2100,"Private, For Profit",No,No,Employed-At Work
5987,2.79911E+14,January,FL,3430.5176,540,40,42,1,,59,2,5,0,0,"Native, Born In US",59,Insurance carriers and related activities (524),2160,"Private, For Profit",No,No,Employed-At Work
6311,9.52043E+14,January,FL,4637.3994,1538,40,42,2,,38,2,1,0,0,"Native, Born In US",59,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
6517,8.40934E+14,January,GA,2559.5007,1317.3,40,43,1,,37,2,1,0,0,"Native, Born In US",58,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
6534,9.83389E+14,January,GA,2559.5007,1317,40,43,1,,39,2,1,0,0,"Native, Born In US",58,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
7003,9.20014E+14,January,GA,3800.3019,1442.3,45,45,1,,46,1,7,0,0,"Native, Born In US",58,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
7109,4.3119E+14,January,HI,524.1643,1250,40,39,1,,49,1,7,0,0,"Native, Born In US",95,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",2160,Government - State,Yes,,Employed-At Work
7549,3.0391E+14,January,ID,876.2227,540,40,39,1,,63,2,4,0,0,"Native, Born In US",82,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
7550,3.0791E+14,January,ID,1055.2497,2884.61,50,46,1,,58,1,1,0,0,"Native, Born In US",82,"Machine shops; turned product; screw, nut and bolt manufacturing (3327)",2100,"Private, For Profit",No,No,Employed-At Work
7629,9.10967E+14,January,ID,983.9869,540,40,40,1,,54,2,1,0,0,"Native, Born In US",82,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
7904,7.49031E+14,January,IL,2614.6325,150,10,46,1,,59,2,1,2,6,"Native, Born In US",IL,Fruit and vegetable preserving and specialty food manufacturing (3114),2100,"Private, For Profit",No,No,Employed-At Work
8042,8.62214E+13,January,IL,2861.2864,1634.61,40,46,1,,37,1,1,2,8,"Native, Born In US",IL,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
8717,1.91938E+14,January,IN,2589.1055,540,40,39,1,,55,2,1,0,0,"Native, Born In US",IN,Legal services (5411),2145,"Private, For Profit",No,No,Employed-Absent
9584,8.03704E+14,January,KS,1462.1149,1153,50,45,1,,40,1,7,0,0,"Native, Born In US",47,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - State,No,No,Employed-At Work
9757,2.10908E+14,January,KS,1685.2466,1200,40,45,3,,35,2,1,1,3,"Native, Born In US",47,"Justice, public order, and safety activities (922, pt. 92115)",2105,Government - Local,No,No,Employed-At Work
10072,9.11032E+14,January,KY,1952.1621,539.07,37,43,1,,44,2,1,1,4,"Native, Born In US",61,Administration of human resource programs (923),2100,Government - State,No,No,Employed-At Work
10889,3.50947E+14,January,MD,1986.8763,1346.15,40,44,1,,55,1,1,1,4,"Foreign Born, Not a US Citizen",52,"Commercial, industrial, and other intangible assets rental and leasing (5324, 533)",2160,Government - Federal,No,No,Employed-At Work
10896,4.30299E+14,January,MD,1655.8113,2884.61,40,45,1,,44,1,1,2,3,"Native, Born In US",52,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
11231,6.03101E+14,January,MD,2526.6169,1500,40,43,2,,27,1,7,0,0,"Native, Born In US",52,"Administration of economic programs and space research (926, 927)",2160,Government - Federal,No,No,Employed-At Work
11291,7.20408E+14,January,MD,1500.1347,1538.46,40,39,1,,60,2,1,2,4,"Native, Born In US",52,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
11393,9.42665E+14,January,MD,1778.4189,2884.61,60,45,1,,63,1,1,0,0,"Native, Born In US",52,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
11670,2.98934E+14,January,MA,3667.051,2884.61,45,45,1,,44,1,1,4,8,"Native, Born In US",MA,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
11792,7.5539E+14,January,MA,4380.1665,1634.61,55,46,1,,34,2,1,1,1,"Native, Born In US",MA,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
12112,2.39209E+14,January,MI,2903.8677,968.32,34,42,1,,41,2,1,3,11,"Native, Born In US",MI,Legal services (5411),2145,"Private, For Profit",No,No,Employed-Absent
12221,6.7953E+14,January,MI,3152.9097,1771,40,44,1,,54,1,1,0,0,"Native, Born In US",MI,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Local,No,No,Employed-At Work
12242,7.079E+14,January,MI,2794.3311,1250,40,40,1,,63,2,1,0,0,"Native, Born In US",MI,Insurance carriers and related activities (524),2160,"Private, For Profit",No,No,Employed-At Work
12383,9.26419E+14,January,MI,3140.0033,200,50,39,1,,53,2,1,0,0,"Native, Born In US",MI,Legal services (5411),2160,"Private, For Profit",No,No,Employed-At Work
12411,9.7647E+14,January,MI,2839.343,500,20,39,1,,39,2,1,1,3,"Native, Born In US",MI,Real estate (531),2160,"Private, For Profit",No,No,Employed-At Work
12638,9.66068E+14,January,MN,1725.9199,868.8,40,45,1,,25,2,7,0,0,"Native, Born In US",MN,"Justice, public order, and safety activities (922, pt. 92115)",2105,Government - State,No,No,Employed-At Work
12713,2.03703E+14,January,MN,1570.4924,1096.15,40,43,1,,57,2,1,0,0,"Native, Born In US",MN,"Other health care services (6215, 6219)",2145,"Private, Nonprofit",No,No,Employed-At Work
12759,5.60973E+14,January,MN,1594.2121,1153.84,38,40,1,,44,2,1,2,3,"Native, Born In US",MN,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
12866,9.17289E+14,January,MN,1670.306,855.12,24,45,1,,45,2,1,3,3,"Native, Born In US",MN,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - State,No,No,Employed-At Work
12871,9.30038E+14,January,MN,1701.0543,360,10,42,1,,54,2,1,0,0,"Native, Born In US",MN,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
12889,9.6708E+14,January,MN,1835.5903,615.38,40,42,1,,24,2,6,0,0,"Native, Born In US",MN,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
13279,7.37269E+14,January,MS,2195.8527,1730,45,45,1,,28,1,1,0,0,"Native, Born In US",64,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
13813,9.994E+14,January,MO,2578.628,460,40,40,1,,29,2,7,0,0,"Native, Born In US",MO,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
14054,1.7947E+14,January,NE,863.7783,1480.76,52,45,1,,42,2,5,1,3,"Native, Born In US",46,Legal services (5411),2100,"Private, For Profit",No,Yes,Employed-At Work
14078,4.40715E+14,January,NE,863.7783,1923.07,40,45,1,,44,2,1,0,0,"Native, Born In US",46,Legal services (5411),2100,Government - Federal,No,No,Employed-At Work
14079,4.40715E+14,January,NE,1002.5384,1250,40,45,1,,48,1,1,0,0,"Native, Born In US",46,Legal services (5411),2100,"Private, Nonprofit",Yes,,Employed-At Work
14162,5.76372E+14,January,NE,868.7718,2019,40,44,1,,28,1,7,0,0,"Native, Born In US",46,Legal services (5411),2160,"Private, For Profit",No,No,Employed-At Work
14468,8.85133E+13,January,NV,1446.6369,1346.15,45,46,1,,29,2,7,0,0,"Native, Born In US",88,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
14836,8.93731E+11,January,NH,615.0523,600,40,43,1,,24,2,7,0,0,"Native, Born In US",NH,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
14962,7.59054E+14,January,NH,565.5038,792,24,43,1,,25,2,7,0,0,"Native, Born In US",NH,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
15942,3.305E+14,January,NM,1996.5529,2884.61,50,45,3,,40,1,1,2,8,"Native, Born In US",85,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
16272,3.7026E+14,January,NY,2580.1071,807.69,40,43,2,,27,2,1,0,0,"Foreign Born, US Cit By Naturalization",NY,Insurance carriers and related activities (524),2145,"Private, For Profit",No,No,Employed-At Work
16390,5.63033E+14,January,NY,3129.8405,1096,37,43,1,2,50,2,5,0,0,"Native, Born In US",NY,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
16418,6.29781E+14,January,NY,3570.6437,1153.84,40,44,1,,40,2,7,2,6,"Foreign Born, Not a US Citizen",NY,National security and international affairs (928),2100,Government - Federal,No,No,Employed-At Work
16595,9.07006E+14,January,NY,3032.3353,1615.38,55,45,1,,40,1,1,1,1,"Native, Born In US",NY,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Local,No,No,Employed-At Work
16646,9.63983E+14,January,NY,3570.6437,1200,50,45,1,,42,2,1,3,11,"Native, Born In US",NY,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
16669,9.9602E+14,January,NY,2957.1897,865,40,45,1,,56,1,1,0,0,"Native, Born In US",NY,"Banking and related activities (521, 52211,52219)",2100,"Private, For Profit",Yes,,Employed-At Work
16704,4.00634E+13,January,NY,2981.7844,2500,40,44,1,,43,1,6,0,0,"Native, Born In US",NY,Real estate (531),2100,"Private, For Profit",No,No,Employed-At Work
16715,5.01834E+13,January,NY,2503.4696,750,35,41,1,,36,2,1,1,3,"Native, Born In US",NY,"Justice, public order, and safety activities (922, pt. 92115)",2145,Government - State,Yes,,Employed-At Work
16767,2.63269E+14,January,NY,3551.753,387.5,25,40,1,,21,1,7,0,0,"Native, Born In US",NY,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
16793,3.3061E+14,January,NY,2960.2007,2884.61,50,46,1,,54,1,1,2,3,"Native, Born In US",NY,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
16821,3.91964E+14,January,NY,3595.8029,850,40,43,1,,46,2,1,0,0,"Native, Born In US",NY,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
17191,9.72027E+14,January,NY,3215.8016,615,40,39,1,,64,2,1,0,0,"Native, Born In US",NY,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
17341,3.3071E+14,January,NC,3801.9055,653,40,39,1,,41,2,7,0,0,"Native, Born In US",56,Real estate (531),2145,"Private, For Profit",No,No,Employed-At Work
17407,9.04068E+14,January,NC,3390.2386,1038,40,43,2,,47,2,7,0,0,"Native, Born In US",56,Pharmaceutical and medicine manufacturing (3254),2145,"Private, For Profit",No,No,Employed-At Work
17408,9.04068E+14,January,NC,3422.2516,673,40,42,2,,52,2,7,0,0,"Native, Born In US",56,Pharmaceutical and medicine manufacturing (3254),2145,"Private, For Profit",No,No,Employed-At Work
17510,6.1097E+14,January,NC,3330.7667,600,40,43,1,,45,2,7,0,0,"Native, Born In US",56,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
18077,7.3081E+14,January,ND,402.6061,544,40,42,1,,45,2,1,0,0,"Native, Born In US",ND,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Local,No,No,Employed-At Work
18279,6.23334E+13,January,OH,3769.5351,2500,45,45,1,,39,1,1,2,8,"Native, Born In US",OH,Plastics product manufacturing (3261),2100,"Private, For Profit",No,No,Employed-At Work
18446,6.30997E+14,January,OH,3397.0024,673.07,45,45,1,,31,1,1,1,1,"Native, Born In US",OH,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Local,No,No,Employed-At Work
18521,9.19499E+14,January,OH,3345.9194,961.53,45,46,1,,31,2,1,2,10,"Native, Born In US",OH,"Justice, public order, and safety activities (922, pt. 92115)",2145,Government - Local,No,No,Employed-At Work
18712,7.10992E+14,January,OH,2900.0877,660,40,43,1,,63,2,1,1,3,"Native, Born In US",OH,Legal services (5411),2160,"Private, For Profit",No,No,Employed-At Work
18885,9.66071E+14,January,OK,2017.5245,807,40,42,1,,59,2,1,0,0,"Native, Born In US",73,"Navigational, measuring, electromedical, and control instruments manufacturing (3345)",2145,"Private, For Profit",No,No,Employed-At Work
18978,9.50719E+14,January,OK,2128.7808,560,40,42,1,,37,2,1,3,14,"Native, Born In US",73,Legal services (5411),2160,Government - State,No,No,Employed-At Work
19491,3.401E+14,January,OR,2135.5799,1700,50,45,1,,31,1,1,0,0,"Native, Born In US",92,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
19493,4.08034E+14,January,OR,1981.1809,576.92,20,45,1,,38,2,1,3,8,"Native, Born In US",92,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
19649,9.67093E+14,January,PA,3527.0506,769.23,40,45,1,,30,1,7,0,0,"Native, Born In US",PA,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
19909,7.33491E+14,January,PA,3039.7582,461,30,46,1,,50,2,1,2,10,"Native, Born In US",PA,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
20141,9.22839E+14,January,PA,3074.1306,600,60,45,1,,45,2,5,4,3,"Native, Born In US",PA,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
20423,7.74055E+14,January,RI,651.2263,1097,40,45,1,,28,1,1,0,0,"Native, Born In US",RI,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
20734,5.99101E+14,January,SC,3067.2831,927.5,40,41,1,,31,2,5,0,0,"Native, Born In US",57,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
21342,3.60968E+14,January,SD,485.4679,1260,60,43,1,,54,2,1,0,0,"Native, Born In US",SD,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
21659,5.29844E+13,January,TN,2539.831,660,40,45,1,,56,2,5,0,0,"Native, Born In US",62,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
21813,7.407E+14,January,TN,3973.537,625,25,43,1,,32,2,2,2,1,"Native, Born In US",62,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
22219,7.84917E+14,January,TX,4166.7038,2884.61,50,46,1,1,43,1,1,1,3,"Native, Born In US",74,Support activities for mining (213),2100,"Private, For Profit",No,No,Employed-At Work
22418,9.83049E+14,January,TX,3756.4856,853,40,43,1,,49,2,5,0,0,"Native, Born In US",74,Real estate (531),2160,"Private, For Profit",No,No,Employed-At Work
22585,3.4081E+14,January,TX,3423.2868,2884.61,45,45,1,,53,1,1,3,10,"Native, Born In US",74,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
22940,6.32744E+13,January,TX,2999.3444,1750,35,42,1,,39,2,1,2,10,"Native, Born In US",74,Legal services (5411),2160,"Private, For Profit",No,No,Employed-At Work
23728,6.52041E+14,January,VT,262.1678,1394.23,48,45,1,,55,2,1,2,4,"Native, Born In US",VT,"Administration of economic programs and space research (926, 927)",2100,Government - State,No,No,Employed-At Work
23836,1.52557E+13,January,VT,323.8237,826.92,40,43,1,,28,2,7,0,0,"Native, Born In US",VT,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
24060,9.7144E+14,January,VA,3079.177,2884.61,50,45,1,8,38,2,1,0,0,"Native, Born In US",54,"Non-depository credit and related activities (5222, 5223)",2100,"Private, For Profit",No,No,Employed-At Work
24171,4.15306E+14,January,VA,3584.9453,2884.61,70,45,1,,38,1,1,2,5,"Native, Born In US",54,Public finance activities (92113),2100,Government - Federal,No,No,Employed-At Work
24609,4.23357E+13,January,WA,3031.8603,2307.69,40,45,1,,56,1,1,1,3,"Native, Born In US",91,Used merchandise stores (4533),2100,"Private, For Profit",No,Yes,Employed-At Work
25220,9.27954E+13,January,WI,2712.5431,2884.61,40,43,2,,47,2,7,0,0,"Native, Born In US",WI,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",2145,"Private, For Profit",No,No,Employed-At Work
25477,5.80957E+14,January,WI,1786.9847,1250,45,45,1,,63,2,4,0,0,"Native, Born In US",WI,Individual and family services (6241),2100,"Private, Nonprofit",No,No,Employed-At Work
25608,1.3095E+14,January,WI,2074.2536,612,40,41,1,,33,2,1,1,1,"Native, Born In US",WI,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Local,No,No,Employed-At Work
25619,3.55879E+14,January,WI,1916.8464,700,32,41,1,,38,2,5,0,0,"Native, Born In US",WI,Insurance carriers and related activities (524),2160,"Private, For Profit",No,No,Employed-At Work
25901,7.65203E+14,January,WY,952.5284,360,30,43,2,1,29,2,7,1,1,"Foreign Born, Not a US Citizen",83,"Residential care facilities, without nursing (6232, 6233, 6239)",2160,"Private, Nonprofit",No,No,Employed-At Work
26015,7.50608E+14,January,WY,308.3935,923.07,40,42,1,,49,2,5,0,0,"Native, Born In US",83,"Justice, public order, and safety activities (922, pt. 92115)",2145,Government - State,No,No,Employed-At Work
26232,3.1095E+14,February,AL,3407.0573,1442.3,40,46,1,,57,1,5,0,0,"Native, Born In US",63,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
26553,5.2298E+14,February,AK,364.6055,300,20,39,1,,40,1,3,0,0,"Native, Born In US",94,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
26568,6.823E+14,February,AK,325.1482,2115.38,40,45,1,,36,2,7,0,0,"Native, Born In US",94,"Administration of economic programs and space research (926, 927)",2100,Government - Federal,Yes,,Employed-At Work
